,PlanId,StandardComponentId,BenefitName,Exclusions
111995,36194FL0120008-03,36194FL0120008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
112065,36194FL0120008-04,36194FL0120008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112066,36194FL0120008-04,36194FL0120008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112067,36194FL0120008-04,36194FL0120008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112068,36194FL0120008-04,36194FL0120008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112076,36194FL0120008-04,36194FL0120008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
112146,36194FL0120008-05,36194FL0120008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112147,36194FL0120008-05,36194FL0120008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112148,36194FL0120008-05,36194FL0120008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112149,36194FL0120008-05,36194FL0120008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112157,36194FL0120008-05,36194FL0120008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
112212,36194FL0120008-06,36194FL0120008,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112213,36194FL0120008-06,36194FL0120008,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112214,36194FL0120008-06,36194FL0120008,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112215,36194FL0120008-06,36194FL0120008,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112223,36194FL0120008-06,36194FL0120008,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
112293,36194FL0120009-00,36194FL0120009,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112294,36194FL0120009-00,36194FL0120009,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112295,36194FL0120009-00,36194FL0120009,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112296,36194FL0120009-00,36194FL0120009,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112304,36194FL0120009-00,36194FL0120009,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
112374,36194FL0120009-01,36194FL0120009,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112375,36194FL0120009-01,36194FL0120009,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112376,36194FL0120009-01,36194FL0120009,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112377,36194FL0120009-01,36194FL0120009,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112385,36194FL0120009-01,36194FL0120009,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
112391,36194FL0120009-03,36194FL0120009,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112392,36194FL0120009-03,36194FL0120009,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112393,36194FL0120009-03,36194FL0120009,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112394,36194FL0120009-03,36194FL0120009,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112402,36194FL0120009-03,36194FL0120009,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
112492,36194FL0120009-02,36194FL0120009,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112493,36194FL0120009-02,36194FL0120009,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112494,36194FL0120009-02,36194FL0120009,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112495,36194FL0120009-02,36194FL0120009,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112503,36194FL0120009-02,36194FL0120009,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
112632,36194FL0120009-04,36194FL0120009,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112633,36194FL0120009-04,36194FL0120009,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112634,36194FL0120009-04,36194FL0120009,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
112635,36194FL0120009-04,36194FL0120009,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
112643,36194FL0120009-04,36194FL0120009,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
